id,name,city,city2,country,description,imageCredit,imageCreditLink,state,stateShort,nameEnglish,name2,city3,code
BOS,Logan International Airport,Boston,Paradise,USA,"Formerly Jeffery Field, Logan Airport was renamed in 1943 to honor Edward Lawrence Logan, U.S. Army Lt. General and MA state representative. Its airport code honors its home in *Bos*ton.",Andrew Malone,https://www.flickr.com/photos/andrewmalone/,Massachusetts,MA,,,,
BPN,Bandar Udara Internasional Sultan Aji Muhammad Sulaiman,Balikpapan,East Kalimantan,Indonesia,"Sultan Aji Muhammad Sulaiman International, formerly Sepinggan Airport, is the busiest airport in Kalimantan. It serves the nearby city of *B*alik*p*apa*n*.",Rizki Aftarianto,https://www.flickr.com/photos/rizuki/,,,Sultan Aji Muhammad Sulaiman,,,
BPT,Jack Brooks Regional Airport,Beaumont,Port Arthur,USA,"Formerly Southeast Texas Regional, Jack Brooks Regional was renamed to honor former U.S. Representative Jack Brooks. It serves the cities of *B*eaumont and *P*ort Arthur, *T*exas",Michael Reed,https://www.flickr.com/photos/michael_reed/,Texas,TX,,,,
BQH,Biggin Hill Airport,London,Bromley,UK,"Biggin Hill Airport was originally opened by the Royal Flying Corps during World War I. It gets its three-letter code from the town of *B*iggin *H*ill plus a ‘*Q*’, often used as a filler letter.",LewisMcMedia,https://www.flickr.com/photos/lewismcmedia/,England,,,,,
BRA,Aeroporto de Barreiras,Barreiras,,Brazil,"Opened in 1940, Barreiras Airport gets its three-letter code from its home in the city of *B*arrei*ra*s.",Fotos GOVBA,https://www.flickr.com/photos/agecombahia/,Bahia,BA,,,,
BRC,Aeropuerto de San Carlos de Bariloche,San Carlos de Bariloche,Bariloche,Argentina,"Often called Teniente Luis Candelaria Airport after the Argentine army lieutenant, San Carlos de Bariloche Airport gets its code from its city, commonly known as *B*a*r*ilo*c*he.",SoleFabrizio,https://commons.wikimedia.org/wiki/File:Aeropuerto_Internacional_Teniente_Luis_Candelaria_(Bariloche).JPG,,,San Carlos de Bariloche Airport,,,
BRE,Flughafen Bremen,Bremen,,Germany,"Opened in 1920 and originally called Neuenlander Feld, *Bre*men Airport serves as a starting point for commercial pilot careers at Lufthansa.",Peronimo,https://www.flickr.com/photos/peronimo/,,,,,,
BRI,Aeroporto di Bari-Karol Wojtyła,Bari,Palese,Italy,"Named after Pope John Paul II (born Karol Wojtyła), Bari Airport serves the city of *B*a*ri*.",fabricata,https://www.flickr.com/photos/fattycata/,,,,,,
BRO,Brownsville/South Padre Island International Airport,Brownsville,South Padre Island,USA,"Formerly Brownsville Army Airfield, Brownsville/South Padre Island International gets its three-letter code from its home in *Bro*wnsville, Texas.",Fly Brownsville,http://www.flybrownsville.com,Texas,TX,,,,
BRQ,Letiště Brno–Tuřany,Brno,Tuřany,Czech Republic,"Built in the 1950s, Brno–Tuřany Airport gets its airport code from the city of *Br*no, plus a helpful ‘*Q*’ as a filler letter.",Eugene Tarasov,https://www.flickr.com/photos/eugeneti/,,,,,,
KGE,,,,,,,,,,,,,
KUE,,,,,,,,,,,,,
KWS,,,,,,,,,,,,,
AGL,,,,,,,,,,,,,
NAZ,,,,,,,,,,,,,
BRR,Port-adhair Bharraigh,Barra,Outer Hebrides,UK,"Opened in 1936, Barra Airport is located at the north tip of the island of *B*a*rr*a in the Outer Hebrides, Scotland. It is the only airport in the world using a beach as its runway.",Bocian & Tusia,https://www.flickr.com/photos/arturbocian/,Scotland,,,,,
BRS,Bristol Airport,Bristol,Lulsgate Bottom,UK,"Used as RAF Lulsgate Bottom during World War II, Bristol Airport is located at Lulsgate Bottom in North Somerset and serves the city of *Br*i*s*tol.",Andy Munzer,https://www.flickr.com/photos/munzer/,England,,,,,
BRU,Luchthaven Brussel-Nationaal,Brussels,,Belgium,"Built during World War II and originally called Fliegerhorst Melsbroek, Belgium’s largest airport is located between Zaventem and Machelen, northeast of *Bru*ssels.",Patrice Heylighen,https://www.flickr.com/photos/126981452@N07/,,,,,,
BRW,Wiley Post–Will Rogers Memorial Airport,Barrow,,USA,Wiley Post–Will Rogers Memorial Airport honors the late entertainer Will Rogers and aviator Wiley Post whose plane crashed nearby in 1935. Its airport code honors its home in *B*a*r*ro*w*.,Mike Smail,https://www.flickr.com/photos/smailtronic/,Alaska,AK,,,,
BSB,Aeroporto Internacional de Brasília–Pres. Juscelino Kubitschek,Brasília,,Brazil,"Renamed in 1999 to honor former President Juscelino Kubitschek de Oliveira, Brasília International gets its airport code from its home in the capital city of *B*ra*s*ília, *B*razil.",Bruno Coutinho,https://www.flickr.com/photos/coutinhobr/,,,Presidente Juscelino Kubitschek International Airport,,,
BSL,EuroAirport Basel–Mulhouse–Freiburg,Basel,Saint-Louis,Switzerland,"EuroAirport *B*a*s*e*l*-Mulhouse-Freiburg has two IATA codes (MLH is the other one). It is actually located in Saint-Louis, France but is one of only a few airports in the world operated jointly by two countries, in this case France and Switzerland.",AURM,https://www.flickr.com/photos/aurmulhouse/,France,,,,,
BTJ,Bandar Udara Internasional Sultan Iskandar Muda,Banda Aceh,Blang Bintang,Indonesia,The Sultan Iskander Muda International serves the area near Banda Aceh. Its airport code refers to the nearby subdistricts of *B*lang Bin*t*ang and *J*antho.,Dinokl,http://en.wikipedia.org/wiki/File:MTB_SultanIskandarMudaIntlAirport.JPG,,,Sultan Iskander Muda International Airport,,,
BTM,Bert Mooney Airport,Butte,,USA,"Bert Mooney Airport in Butte, Montana is named for the first pilot to fly mail into Yellowstone National Park. It opened in 1926 as *B*u*t*te *M*unicipal Airport.",Sergei Scurfield,https://www.flickr.com/photos/5of7/,Montana,MT,,,,
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,,USA,"Also known as Ryan Field, Baton Rouge Metropolitan gets its three-letter code from its home in *B*a*t*on *R*ouge.",TLSuda,https://commons.wikimedia.org/wiki/File:Baton_Rouge_Airport_drop_off_lane.jpg,Louisiana,LA,,,,
BTS,Letisko M. R. Štefánika,Bratislava,,Slovakia,"M. R. Štefánik Airport, also called *B*ra*t*i*s*lava Airport, was renamed in 1993 after General Milan Rastislav Štefánik, whose aircraft crashed near Bratislava in 1919.","Airliners.sk, o.z.",https://www.flickr.com/photos/airliners_sk/,,,M. R. Štefánik Airport,,,
BTV,Burlington International Airport,Burlington,,USA,"In 1920, Burlington Municipal Airport opened, honoring and serving the city of *B*urling*t*on, *V*ermont.",Neil Hunt,https://www.flickr.com/photos/nhunt/,Vermont,VT,,,,
BUD,Budapest Liszt Ferenc Nemzetközi Repülőtér,Budapest,,Hungary,"Still called “Ferihegy” for the surrounding neighborhood, *Bud*apest’s airport was renamed in 2011 to honor Hungarian composer Ferenc Liszt.",HatM,https://www.flickr.com/photos/hatm/,,,Ferenc Liszt,,,
BUF,Buffalo Niagara International Airport,Buffalo,Cheektowaga,USA,"Opened in 1926 as Buffalo Municipal, *Buf*falo Niagara International was rebuilt and renamed in 1997 to honor the oft-visited Niagara Falls.",Julien Bowry,https://www.flickr.com/photos/jjbowry_blogspot_com/,New York,NY,,,,
BUR,Bob Hope Airport,Burbank,Los Angeles,USA,"Bob Hope Airport has gone by six names since its opening in 1930. It was renamed most recently in 2003 to honor entertainer Bob Hope. Like two of its former names, its code refers to its location in the Los Angeles suburb of *BUR*bank.",Karol Franks,https://www.flickr.com/photos/karolfranks/,California,CA,,,,
BUT,Bathpalathang Airport,Jakar,,Bhutan,Bathpalathang Airport is located in the city of Jakar. Its three-letter airport code comes from the *Bu*m*t*hang District.,Richard Furlong,https://www.flickr.com/photos/richfurlong/,,,,,,
ELW,,,,,,,,,,,,,
LVD,,,,,,,,,,,,,
BVA,Aéroport de Beauvais-Tillé,Beauvais,Tillé,France,"Built during the 1930s, Beauvais-Tillé Airport is located in Tillé and serves *B*eau*va*is. It is often referred to as Paris-Beauvais Airport.",csaveanu,https://www.flickr.com/photos/csaveanu/,,,,,,
BVB,Aeroporto International Atlas Brasil Cantanhede,Boa Vista,,Brazil,"Opened in 1973, Atlas Brasil Cantanhede International is named after Atlas Brasil Cantanhede, Brazilian aviation pioneer. Its three-letter code comes from its home in *B*oa *V*ista, *B*razil.",Jorge Andrade,"https://commons.wikimedia.org/wiki/File:Entrada_do_Aeroporto_Internacional_de_Boa_Vista_-_Atlas_Brasil_Cantanhede,_Boa_Vista_RR.jpg",Roraima,RR,Atlas Brasil Cantanhede,,,
BVC,Aeroporto Internacional Aristides Pereira,Sal Rei,Boa Vista,Cape Verde,"Originally Rabil Airport, it was renamed in 2011 to honor Cape Verde’s first president, Aristides Pereira. Its code comes from its home on the island of *B*oa *V*ista, *C*ape Verde.",Spinndoctor,https://www.flickr.com/photos/nikon_d70/,,,Aristides Pereira International Airport,,,
BWE,Flughafen Braunschweig-Wolfsburg,Braunschweig,Wolfsburg,Germany,"Located directly at the German Federal Aviation Office and the German Aerospace Center, the *B*raunsch*we*ig Airport mainly serves research flights as well as private business flights for the Volkswagen group, which is a major shareholder.",Brunswyk,https://commons.wikimedia.org/wiki/File:Braunschweig_Brunswick_Flughafen_BS-WOB_Startbahnseite_%282006%29.JPG,,,,,,
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Washington D.C.,USA,"Originally Friendship International (perhaps the best airport name ever), *B*altimore/*W*ashington *I*nternational was renamed in 1973 and again in 2005 to honor Thurgood Marshall, former U.S. Supreme Court justice.",Mike Procario,https://www.flickr.com/photos/procario/,Maryland,MD,,,,
BWN,Brunei International Airport,Bandar Seri Begawan,,Brunei,"Opened in 1974, Brunei International serves the country of Brunei and its capital city of Bandar Seri *B*ega*w*a*n*.",Mark Meng,https://www.flickr.com/photos/mark-meng/,,,,,,
BYJ,Aeroporto de Beja,Beja,,Portugal,"Originally built in 1964 as a military training center, Beja Airport began serving civilian traffic to *B*e*j*a in 2011. Its code is completed by the letter ‘*Y*’, often used as a filler letter.",NATO E-3A Component,https://www.flickr.com/photos/e3acomponent/,,,,,,
DND,Port-adhair Dhùn Dèagh,Dundee,,UK,"Opened in 1963, Dundee Airport gets its airport code from *D*u*nd*ee, Scotland’s fourth largest city.",Matthew Jackson,https://www.flickr.com/photos/aeronautjackson/,Scotland,,,,,
BZE,Philip S. W. Goldson International Airport,Belize City,Ladyville,Belize,"Philip S. W. Goldson International is named after Philip Stanley Wilberforce Goldson, former Belizean politician. Its airport code comes from its home in *B*eli*ze* City.",PilotGirl,https://www.flickr.com/photos/pilotgirl/,,,,,,
BZN,Bozeman Yellowstone International Airport,Bozeman,Belgrade,USA,"In 2005, Gallatin Field was renamed to *B*o*z*ema*n* Yellowstone International in honor of the famous national park.",Roderick Hsiao,https://www.flickr.com/photos/roderickhsiao/,Montana,MT,,,,
BZV,Maya-Maya Airport,Brazzaville,Congo,Republic of the Congo,"Maya-Maya Airport gets its three-letter code from its home in *B*ra*z*za*v*ille, the capital city of Republic of Congo.",henri_hovi,https://www.flickr.com/photos/henrihovi/,,,,,,
CAE,Columbia Metropolitan Airport,Columbia,Cayce,USA,"Built in 1940 and originally named Lexington County Airport, Columbia Metropolitan gets its airport code from the nearby city of *Ca*yc*e*.",Mark Hesseltine,https://www.flickr.com/photos/9464504@N06/,South Carolina,SC,,,,
CAG,International Aeroporto di Cagliari,Cagliari,Elmas,Italy,"Originally opened in 1937, Cagliari Elmas Airport serves the city of *Cag*liari, capital of the island of Sardinia.",lucamascaro,https://commons.wikimedia.org/wiki/File:Aeroporto_Cagliari-Elmas.jpg,,Sardinia,Cagliari Elmas Airport,,,
CAH,Sân bay Cà Mau,Cà Mau,,Vietnam,"Originally built in 1962, *Ca* Mau Airport serves the city of Cà Mau, Vietnam. The ‘H’ comes from *H*o Chi Minh City, the only destination the airport serves.",Genghiskhanviet,http://commons.wikimedia.org/wiki/File:Camau_Airport2.JPG,,,Ca Mau Airport,,,
CAI,Cairo International Airport,Cairo,,Egypt,"Originally built during World War II and known as Payne Airfield, Egypt’s busiest airport serves the capital city of *Cai*ro.",Courtney Collison,https://www.flickr.com/photos/courtney_/,,,,,,
CAK,Akron–Canton Airport,Akron,Canton,USA,"Dedicated in 1946, Akron–Canton Airport is actually located in the city of Green, Ohio. Its airport code comes from the nearby cities of *C*anton and *Ak*ron.",Ken Lund,https://www.flickr.com/photos/kenlund/,Ohio,OH,,,,
CAN,Guangzhou Baiyun International Airport,Guangzhou,Canton,China,Guangzhou Baiyun International opened in 2004 as a replacement for the 72-year-old airport with the same name. Its airport code comes from Guangzhou’s former English name: *Can*ton.,Matt Weibo,https://www.flickr.com/photos/mattweibo/,Guangdong,,,,,
CBB,Aeropuerto Internacional Jorge Wilstermann,Cochabamba,,Bolivia,Jorge Wilstermann International is named after a famous Bolivian aviator. Its aiport code honors the city of *C*ocha*b*am*b*a.,Pezow,https://commons.wikimedia.org/wiki/File:TorreaeroportoCBB.JPG,,,Jorge Wilstermann,,,
CBG,Cambridge Airport,Cambridge,Teversham,UK,"Cambridge Airport, briefly known as Marshall Airport Cambridge UK, originally opened in 1938. Its airport code honors its home in the city of *C*am*b*rid*g*e.",Neil McIntosh,https://www.flickr.com/photos/harlequeen/,England,,,,,
CBR,Canberra International Airport,Canberra,Queanbeyan,Australia,"Originally an airstrip built in the 1920s, Canberra International now serves the cities of *C*an*b*e*r*ra and Queanbeyan in New South Wales.",Michael Coghlan,https://www.flickr.com/photos/mikecogh/,Australian Capital Territory,ACT,,,,
CCF,Aéroport de Carcassonne,Carcassonne,,France,"Sometimes called Salvaza Airport, Carcassonne Airport gets its three-letter code from its home in *C*ar*c*assonne, *F*rance.",Ad Meskens,http://commons.wikimedia.org/wiki/File:Carcassonne_aeroport_Salveza2.jpg,,,,,,
CCJ,Calicut International Airport,Karipur,Kozhikode,India,"Calicut International is named after the city of Kozhikode, *C*ali*c*ut in English. Its code is completed by the letter ‘*J*’, often used as a filler letter.",Sreejithk2000,http://commons.wikimedia.org/wiki/User:Sreejithk2000,Kerala,KL,,,,
CCK,Cocos (Keeling) Islands Airport,West Island,,Australia,"Built during World War II, Cocos (Keeling) Islands Airport is located near Christmas Island in the Indian Ocean and serves the Territory of *C*o*c*os (*K*eeling) Islands.",PalawanOz,http://commons.wikimedia.org/wiki/File:Cocos_Island_Atoll.JPG,,Cocos (Keeling) Islands,,,,
CCP,Aeropuerto Carriel Sur,Concepción,,Chile,"Opened in 1968, Carriel Sur International is located in the city of *C*on*c*e*p*ción, Chile.",César Melgarejo,https://www.flickr.com/photos/edulcorante/,,,Carriel Sur International Airport,,,
CCS,Aeropuerto Internacional de Maiquetia “Simón Bolívar”,Caracas,Maiquetía,Venezuela,"Often called just “Maiquetía” by locals, Simón Bolívar International is named after the former Venezuelan president. Its airport code stands for *C*ara*c*a*s*.",Carlos Graterol,https://www.flickr.com/photos/galletonn/,,,Simón Bolívar International Airport,,,
CCU,Netaji Subhas Chandra Bose International Airport,Kolkata,Calcutta,India,"Previously Dum Dum Aiport, Netjai Subhas Chandra Bose International was renamed in 1995 to honor the Indian freedom fighter. Its airport code comes from a former spelling of Kolkata: *C*al*cu*tta.",Paul Hamilton,https://www.flickr.com/photos/paulhami/,West Bengal,WB,,,,
CDC,Cedar City Regional Airport,Cedar City,,USA,"Cedar City Regional gets its three-letter airport code from its home in the city of *C*e*d*ar *C*ity, Utah.",g Tarded,https://www.flickr.com/photos/gtarded/,Utah,UT,,,,
CDG,Aéroport de Paris-Charles-de-Gaulle,Paris,,France,"Renamed and officially opened in 1974, France’s largest airport is named after *C*harles *d*e *G*aulle, former President and founder of the French Fifth Republic.",Giacomo Carena,https://www.flickr.com/photos/jekkone/,,,Charles de Gaulle Airport,,,
CEB,Paliparang Pandaigdig ng Mactan–Cebu,Cebu,Lapu-Lapu City,Philippines,"First opened in 1956, Mactan–Cebu International is located in Lapu-Lapu City and serves greater Metro *Ceb*u.",CyberJos,https://www.flickr.com/photos/cyberjos/,,,Mactan–Cebu International Airport,,,
CEK,Chelyabinsk Airport,Chelyabinsk,,Russia,"With a history dating back to the 1930s, Chelyabinsk Airport began serving international passengers in 1994. Its airport code comes from the city of *C*h*e*lyabins*k*.",is_elektra,https://www.flickr.com/photos/111577823@N07/,,,,,,
CFB,Aeroporto Internacional de Cabo Frio,Cabo Frio,,Brazil,"Inaugurated in 1998, Cabo Frio International is privately operated and serves the city of *C*abo *F*rio, *B*razil.",Fabius Alvim,https://www.flickr.com/photos/fabiuss/,Rio de Janeiro,RJ,,,,
CFD,Coulter Field,Bryan,,USA,"Located in the city of Bryan, *C*oulter *F*iel*d* has a long history of sport parachuting. Many have skydived at Coulter Field, include Texas Governor Rick Perry and former U.S. President George H.W. Bush.",Clan UiBriain,https://www.flickr.com/photos/uibriain/,Texas,TX,,,,
CGH,Aeroporto de São Paulo/Congonhas,São Paulo,Sao Paulo,Brazil,"São Paulo/Congonhas Airport opened in 1936 and is named after the neighborhood where it’s located, Vila *C*on*g*on*h*as.",Barbara Dieu,https://www.flickr.com/photos/bee/,,SP,Congonhas Airport,,,
MHM,,,,,,,,,,,,,
GTA,,,,,,,,,,,,,
RIN,,,,,,,,,,,,,
CGK,Bandar Udara Internasional Soekarno–Hatta,Jakarta,Tangerang,Indonesia,"Soekarno–Hatta International serves the capital city of Jakarta and honors Indonesia’s first president and vice-president. It receives its code from the *C*en*gk*areng district in the city of Tangerang, where it’s located.",donoshsugi,https://www.flickr.com/photos/12099048@N00/,Banten,,Soekarno–Hatta International Airport,,,
CGN,Flughafen Köln/Bonn,Cologne,Bonn,Germany,"Cologne Bonn Airport is christened after Konrad Adenauer, Germany’s first Chancellor following World War II, but its airport code comes from its home in *C*olo*gn*e.",.mw,https://www.flickr.com/photos/mwillms/,,,,,,
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,,China,"Zhengzhou Xinzheng International is the principal airport serving Zhengzhou, the capital of Henan province, China. Its IATA code ‘CGO’ is derived from Zhengzhou’s former Romanization, *C*hen*g*ch*o*w.",Windmemories,https://commons.wikimedia.org/wiki/User:Windmemories,Henan,,,,,
CGP,Shah Amanat International Airport,Chittagong,Patenga,Bangladesh,"Renamed in 2005 after Islamic saint Hazrat Shah Amanat, this airport’s code comes from the city it serves, *C*hittagon*g*, and the nearby beach called *P*atenga. ",Faiaz Ahmad Emon,https://www.flickr.com/photos/faiazemon/,,,,,,
CGR,Aeroporto Internacional de Campo Grande,Campo Grande,,Brazil,"Opened in 1953, Campo Grande International is located in the municipality of Antônio João and is often called Antônio João Airport. It serves the city of *C*ampo *Gr*ande.",Arthur Zapparoli,https://www.flickr.com/photos/arthurgeek/,Mato Grosso do Sul,MS,,,,
CHA,Chattanooga Metropolitan Airport,Chattanooga,,USA,"Opened in 1930 as Lovell Field, Chattanooga Metropolitan Airport gets its three-letter code from its home in the city of *Cha*ttanooga.",Larry Miller,https://www.flickr.com/photos/drmillerlg/,Tennessee,TN,,,,
CHC,Christchurch International Airport,Christchurch,Harewood,New Zealand,"Opened in 1940, Christchurch International became New Zealand’s first international airport in 1950. Located in the suburb of Harewood, its airport code comes from the city of *Ch*rist*c*hurch.",Sarah-Rose,https://www.flickr.com/photos/oh_darling/,,,,,,
CHM,Aeropuerto Teniente FAP Jaime Montreuil Morales,Chimbote,,Peru,Jaime Montreuil Morales Airport gets its three-letter code from its home in the city of *Ch*i*m*bote.,alobos Life,https://www.flickr.com/photos/armandolobos/,Ancash,,Teniente FAP Jaime Montreuil Morales Airport,,,
CHO,Charlottesville–Albemarle Airport,Charlottesville,,USA,"Home to the second-largest white oak tree in Virginia, Charlottesville–Albemarle Airport gets its three-letter code from the city of *Ch*arl*o*ttesville.",Famartin,"https://commons.wikimedia.org/wiki/File:2016-10-05_14_51_21_Sign_at_the_entrance_to_the_Charlottesville%E2%80%93Albemarle_Airport_in_Rivanna,_Albemarle_County,_Virginia.jpg",Virginia,VA,,,,
CHR,Aéroport de Châteauroux-Centre,Châteauroux,,France,"Formerly an air base, the airport is now an airline training and maintenance facility located near the town of *Ch*âteau*r*oux in central France.",Olivier.jrg,https://commons.wikimedia.org/wiki/File:Tour_Ch%C3%A2teauroux.JPG,,,,,,
CHS,Charleston International Airport,Charleston,North Charleston,USA,"Used as a military airfield during World War II and the Korean War, Charleston International’s airport code comes from its home in *Ch*arle*s*ton, South Carolina.",scpetrel,https://www.flickr.com/photos/scpetrel/,South Carolina,SC,,,,
CIA,Ciampino–Aeroporto Internazionale G. B. Pastine,Rome,Ciampino,Italy,"Often called just Rome Ciampino Airport, G.B. Pastine International is named after World War I aviator, Giovan Battista Pastine. It serves the city of Rome and is located in *Cia*mpino.",Sean MacEntee,https://www.flickr.com/photos/smemon/,,,,,,
CID,The Eastern Iowa Airport,Cedar Rapids,,USA,"Before being renamed in 1997, The Eastern Iowa Airport was known as *C*edar Rap*id*s Municipal.",Carole,https://www.flickr.com/photos/leita/,Iowa,IA,,,,
CIT,Shymkent International Airport,Shymkent,,Kazakhstan,"In its current location since 1963, Shymkent International gets its three-letter code from the city’s former name of *C*h*i*mken*t*.",Edwin,https://www.flickr.com/photos/edwin_steele/,,,,,,
CIU,Chippewa County International Airport,Chippewa County,Sault Ste. Marie,USA,"Formerly the Kincheloe Air Force Base, *C*h*i*ppewa Co*u*nty International is located 15 miles south of the central business district of Sault Ste. Marie, Michigan.",Caribb,https://www.flickr.com/photos/caribb/,Michigan,MI,,,,
CIX,Aeropuerto Internacional Capitán FAP José Abelardo Quiñones Gonzáles,Chiclayo,,Peru,"José Abelardo Quiñones Gonzáles International gets its three-letter code from its home in the city of *C*h*i*clayo. The code is completed by an ‘*X*’, often used as a filler letter.",Julio Costa,https://www.flickr.com/photos/julio_costa/,Lambayeque,,José Abelardo Quiñones Gonzáles,,,
CJA,Aeropuerto Mayor General FAP Armando Revoredo Iglesias,Cajamarca,,Peru,Armando Revoredo Iglesias Airport gets its three-letter code from its home in the city of *C*a*j*amarc*a*.,Carlos Correa,https://www.flickr.com/photos/cdgc/,,,Mayor General FAP Armando Revoredo Iglesias Airport,,,
CJU,Jeju International Airport,Jeju,Cheju,South Korea,Jeju International is South Korea’s second largest airport. Its three-letter code comes from the McCune-Reischauer romanization of Jeju: *C*he*ju*.,forester401,https://www.flickr.com/photos/401forester/,Korea,,,,,
CKB,North Central West Virginia Airport,Clarksburg,Bridgeport,USA,"Originally opened in 1935 as Tri-County Airport, North Central West Virginia Airport is actually located in the the city of Bridgeport, but is most associated with the city it serves: *C*lar*k*s*b*urg.",Nannette Turner,https://www.flickr.com/photos/brokersaunders/,West Virginia,WV,,,,
CKG,Chongqing Jiangbei International Airport,Chongqing,Jiangbei,China,"Opened in 1990, Chongqing Jiangbei International replaced the older Baishiyi Airport. Its three-letter code comes from the city’s former English name: *C*hung*k*in*g*.",byeangel,https://www.flickr.com/photos/byeangel/,Yubei District,,,,,
CKY,Conakry International Airport,Conakry,,Guinea,"Formerly Gbessia Airport, Conakry International is the primary airport in Guinea. Its three-letter code comes from the capital city of *C*ona*k*r*y*.",cjlvp,https://www.flickr.com/photos/80385032@N00/,,,,,,
CLD,McClellan-Palomar Airport,Carlsbad,,USA,"McClellan-Palomar Airport is located in northwest San Diego county and is named after George McClellan, local aviator and civic leader.  Its airport code comes from its city of *C*ar*L*sba*D*.",Alan Cordova,https://www.flickr.com/photos/acordova/,California,CA,,,,
CLE,Hopkins International Airport,Cleveland,,USA,Hopkins International is named after former mayor William R. Hopkins. Its airport code honors its home in *Cle*veland.,Trey Ratcliff,https://www.flickr.com/photos/stuckincustoms/,Ohio,OH,,,,
FAO,Aeroporto Internacional de Faro,Faro,,Portugal,"Also known as Algarve Airport, Faro International opened in 1966. Its airport code honors its home in the city of *Fa*r*o*.",Owen Rudge,https://www.flickr.com/photos/orudge/,Algarve,,,,,
CLJ,Aeroportul International “Avram Iancu” Cluj,Cluj-Napoca,,Romania,"Founded in 1932, Cluj Avram Iancu International is named after Romanian revolutionary Avram Iancu. Its airport code comes from its home city of *Cl*u*j*-Napoca.",Cluj Kolozsvár Klausenburg,https://www.flickr.com/photos/34943593@N06/,,,,,,
CLL,Easterwood Airport,College Station,,USA,"Opened in 1940, Easterwood Airport is named after U.S. Navy Lt. Jesse L. Easterwood. It is owned by Texas A&M University and is located in the city of *C*o*ll*ege Station.",Torch Magazine,https://www.flickr.com/photos/63590594@N05/,Texas,TX,,,,
CLO,Aeropuerto Internacional Alfonso Bonilla Aragón,Santiago de Cali,Cali,Colombia,"Formerly Palmaseca International, Cali’s airport is named after Alfonso Bonilla Aragón, local civic leader and journalist. Its airport code comes from an early nickname: *C*a*l*ipuert*o*.",Mario Carvajal,https://www.flickr.com/photos/mario_carvajal/,,,Alfonso Bonilla Aragón International Airport,,,
CLT,Douglas International Airport,Charlotte,,USA,"Formerly Morris Field Air Base, Douglas Airport was renamed in 1954 to honor former mayor Ben Elbert Douglas, Sr., but its airport code honors its home in *C*har*l*o*t*te.",Steve & Sara Emry,https://www.flickr.com/photos/emry/,North Carolina,NC,,,,
CMB,Bandaranaike International Airport,Colombo,Katunayake,Sri Lanka,"Bandaranaike International is named after former Prime Minister S. W. R. D. Bandaranaike and is one of the busiest hub airports in South Asia. Its airport code honors the city it serves, *C*olo*mb*o.",Anshu,https://www.flickr.com/photos/anshu_si/,Western Province,,,,,
CMH,Port Columbus International Airport,Columbus,,USA,"Opened in 1929, Port Columbus is now the second busiest airport in Ohio. Its three-letter airport code comes from its original name *C*olumbus *M*unicipal *H*angar.",GmanViz,https://www.flickr.com/photos/gmanviz/,Ohio,OH,,,,
CMI,University of Illinois Willard Airport,Champaign-Urbana,Savoy,USA,"Dedicated in 1945, Willard Airport is named after former University of Illinois president, Arthur Cutts Willard. Its airport code comes from the area it serves, *C*ha*m*pa*i*gn-Urbana.",Bill Ingram,https://www.flickr.com/photos/billingram/,Illinois,IL,,,,
CMN,Mohammed V International Airport,Casablanca,Nouasseur,Morocco,"Originally known as Berrechid Airfield, Mohammed V International’s airport code comes from its full name and location: *C*asablanca *M*ohammed V International Airport, *N*ouaceur.",Dan Diffendale,https://www.flickr.com/photos/dandiffendale/,,,,,,
CMX,Houghton County Memorial Airport,Calumet,,USA,"Houghton Country Memorial gets its airport code from the *C*anadian *M*ichigan E*x*change, an agreement between Canada, the U.S., Michigan, and Houghton County, through which the airport was constructed.",DebMomOf3,https://www.flickr.com/photos/debmomof3/,Michigan,MI,,,,
CNF,Aeroporto Internacional Tancredo Neves - Confins,Belo Horizonte,Confins,Brazil,"Named after former Brazilian President-elect Tancredo Neves, the airport that serves the Belo Horizonte metro area is located in the municipality of *C*o*nf*ins.",ricky montalvo,https://www.flickr.com/photos/rickymontalvo/,Minas Gerais,MG,Tancredo Neves/Confins,,,
CNG,Base aérienne 709 Cognac-Châteaubernard,Cognac,Châteaubernard,France,"Cognac – Châteaubernard Air Base is home to the pilot training school, Ecole de Pilotage de l'Armee de l'Air. Its three-letter code is rearranged letters from *C*o*gn*ac.",Jerry Gunner,https://www.flickr.com/photos/13722921@N06/,,,,,,
CNN,Kannur International Airport,Kannur,Thalassery,India,"Kannur International, located in Mattannur, serves the city of Kannur (anglicized *C*a*nn*anore) in Kerala, India.",Polarbearstar,https://upload.wikimedia.org/wikipedia/commons/3/30/Arrival_hall_%2C_kial_%2Cjune_2018.jpg,Kerala,KL,,,,
CNS,Cairns Airport,Cairns,,Australia,"Dating back to the 1930’s, Cairns Airport serves the city of *C*air*ns*.",Ank Kumar,https://www.flickr.com/photos/nomad_gsx/,Queensland,QLD,,,,
CNX,Chiang Mai International Airport,Chiang Mai,Lamphun,Thailand,"Many airports use the letter ‘X’ to fill in when the desired letters are already taken. *C*hia*n*g Mai International, a major gateway to the north of Thailand, uses that helpful ‘*X*’ in its airport code.",autan,https://www.flickr.com/photos/autanex/,,,,,,
